epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,learning_rate,is_best
1,1.2566186111429711,0.8166675307740549,0.8026639020982173,0.9162441695396472,0.6118602455536449,0.5908030492555384,0.001,True
2,0.8174425752701714,0.749143372779201,0.9133668387009534,0.9251673088622997,0.7218088647241206,0.6906225314353253,0.001,True
3,0.7815098195280067,0.732602206477527,0.9166347389060422,0.9243561143784222,0.8048960412726971,0.7649348095638047,0.001,True
4,0.7630759299060683,0.722870476563546,0.9219084537197719,0.9229365240316366,0.7833587849168956,0.7333745649961382,0.001,True
5,0.7534965867995786,0.7172244524912234,0.9216605440490411,0.9282092881768405,0.8479862241115164,0.8044947978117508,0.001,True
6,0.7498725503894664,0.711934070223559,0.9229902413738703,0.9282092881768405,0.8426937019326424,0.7989861925496917,0.001,True
7,0.745316679908469,0.7096433889500825,0.9245678483694305,0.9288176840397485,0.8508529114811378,0.8025439077367522,0.001,True
8,0.7417447823655068,0.708525068013863,0.926596200220865,0.9294260799026567,0.8528200159686072,0.810405262573651,0.001,True
9,0.7381132904058408,0.7080285136004874,0.9245227738838431,0.9328736564591361,0.862025495331249,0.8208135032738757,0.001,True
10,0.734340951826963,0.7044368976271194,0.9278808230601068,0.9312512674913811,0.8458361302401225,0.8008175489000764,0.001,True
11,0.7318625971182927,0.7037136043164871,0.926911721619977,0.9314540661123505,0.8470854381425869,0.8066006392639598,0.001,True
12,0.7308838802135051,0.7037517193291594,0.9279033603029005,0.9318596633542892,0.8559351066737673,0.8134562815512723,0.001,False
13,0.7274599941304859,0.7011842020649234,0.9285569403439183,0.9328736564591361,0.8763248096074641,0.8242965411701421,0.001,True
14,0.7284701085633878,0.7005256040297907,0.9278132113317257,0.9342932468059217,0.8665952052136401,0.8263316852256136,0.001,True
15,0.7249749683803994,0.6990187990571152,0.9296387279980167,0.9318596633542892,0.8747143404644045,0.8247136354619667,0.001,True
16,0.7233678954725121,0.6986169038788829,0.9296612652408104,0.9308456702494423,0.8710825632974036,0.8120530780583072,0.001,True
17,0.7222516944693685,0.6985751044022531,0.92905275968538,0.9296288785236261,0.8631275556239267,0.8055103808906665,0.001,True
18,0.7214949734298929,0.6982944298892929,0.9299091749115413,0.9294260799026567,0.8592817965108598,0.8065294792238931,0.001,True
19,0.7207444323299139,0.6962718971117445,0.9298190259403665,0.9318596633542892,0.8657643684397577,0.8131788399594594,0.001,True
20,0.7200377944253478,0.698656779229097,0.9296161907552231,0.9330764550801055,0.8741678853824968,0.8190846397265316,0.001,False
21,0.7200624741710752,0.6974886141111536,0.929773951454779,0.9324680592171973,0.8792819872349241,0.8240136032996562,0.001,False
22,0.7178692293912391,0.6956289134628026,0.9304500687385905,0.9310484688704117,0.8931343633125292,0.820459404259357,0.001,True
