epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,learning_rate,is_best
1,0.7931644686454794,0.6259326578695563,0.8267136408085625,0.8726943942133816,0.8833646703738565,0.8593300208677827,0.001,True
2,0.660541706646607,0.609430017206883,0.8627680808026684,0.8764315852923448,0.8876879167350399,0.8691674560715988,0.001,True
3,0.6467834415243334,0.6019750251764271,0.8677043844020844,0.8812537673297167,0.8930774821636023,0.87609771731597,0.001,True
4,0.6377799830876362,0.5962927335281556,0.8701624894509116,0.8825195901145269,0.8954183622856018,0.8791748634985221,0.001,True
5,0.6329586394331294,0.5938315397145304,0.8719776024433699,0.8828209764918625,0.8963352309255789,0.8809816855837598,0.001,True
6,0.6292789987105409,0.5922540052458779,0.8732233995525847,0.8820976491862568,0.8939641161406958,0.8793232489154271,0.001,True
7,0.6266258714901729,0.5898787994281293,0.8736587587574178,0.8856540084388186,0.8975387896477861,0.8834834046703387,0.001,True
8,0.623991213396286,0.5897737053951059,0.8752193540608967,0.8859553948161543,0.8971423352448215,0.8828798292984857,0.001,True
9,0.6224782155638978,0.5877477738137271,0.8751724692234532,0.8854731766124171,0.8971253703600667,0.8828569434418166,0.001,True
10,0.6193335444021365,0.5867690008616433,0.8762910074881783,0.8855334538878843,0.8933075546678068,0.8838447293588789,0.001,True
11,0.6183914449985881,0.5854223698000365,0.8769942800498319,0.8863170584689573,0.9010635123220154,0.8858830052094673,0.001,True
12,0.6176691052694924,0.5848396120479554,0.8765723165128397,0.8869801084990958,0.8982977621056991,0.8853223627997109,0.001,True
13,0.6161855413342647,0.5835517313409958,0.8777377396150086,0.8849306811332128,0.899312676302732,0.8846098823177525,0.001,True
14,0.6154967842589932,0.583983244789588,0.877416243586824,0.8849306811332128,0.8999213855793666,0.8850590784703519,0.001,False
15,0.6145902833392974,0.584791344580268,0.8771550280639241,0.8864978902953586,0.8941290481432437,0.8837024868496516,0.001,False
16,0.6133668754340684,0.5857747276695899,0.8782199836572853,0.8872212176009644,0.8914312708133927,0.8853565317591678,0.001,False
17,0.6121637785930237,0.5831129369137875,0.8784745013462646,0.8872814948764316,0.8980053393329986,0.8880663960545147,0.001,True
18,0.6123963549244714,0.5826953410096309,0.8779721638022263,0.8876431585292345,0.8948211991180262,0.8875087799802045,0.001,True
19,0.6116438388674356,0.5818712802016641,0.8786821341978004,0.8860156720916215,0.900045424641987,0.88705878207362,0.001,True
20,0.6113627654220862,0.5822215043973894,0.8784075230070595,0.8876431585292345,0.8943542763884154,0.88761803164107,0.001,False
21,0.6111012868565936,0.5819573685517866,0.8789433497207003,0.8872212176009644,0.8976718046126448,0.8866828989222899,0.001,False
22,0.6095918049197643,0.5809488518759743,0.8794925721021821,0.8877034358047017,0.8979546390267167,0.8874369859138247,0.001,True
23,0.6101675405045418,0.5815377146167306,0.8787625082048466,0.8869198312236287,0.898247375442776,0.8868445486248083,0.001,False
24,0.6106283536824575,0.5813070373552401,0.879425593762977,0.8863773357444243,0.9001467778873546,0.8875357232014033,0.001,False
25,0.608947949342192,0.5815708691704482,0.8793251262541694,0.8875226039783002,0.8968943803543948,0.8876251144192226,0.001,False
26,0.60952296556723,0.5809655924817753,0.8781931923216032,0.8875226039783002,0.8973684720818784,0.8879987753695627,0.001,False
27,0.6089091888108152,0.580068229508012,0.8796332266145128,0.8864376130198915,0.900716512188508,0.8865983439215214,0.001,True
28,0.6087038055465708,0.5820977479165544,0.8790773063991105,0.8872212176009644,0.8969596891400136,0.8876486152975155,0.001,False
29,0.6080370639451959,0.5795472891162575,0.8793385219220105,0.88583484026522,0.9014074511537656,0.8874138492221773,0.001,True
30,0.6075346278859403,0.5807473047301308,0.8801288663246306,0.8872212176009644,0.8985528200574665,0.8875584070496615,0.001,False
31,0.607522637736679,0.5803464778293106,0.8798207659642872,0.8872814948764316,0.8982856437901157,0.8887467377203946,0.001,False
32,0.6075467393763365,0.5803123270480873,0.8797336941233205,0.8885473176612417,0.8993752344158482,0.8892932573757842,0.001,False
33,0.6072296772227888,0.5809168464308262,0.8793653132576925,0.8882459312839059,0.8954661123897163,0.8876063699175749,0.001,False
34,0.6067460551172285,0.5799291099748962,0.8798609529678102,0.8866787221217601,0.9012312186311673,0.8884599687663958,0.001,False
35,0.6065999118180331,0.5800117378711988,0.8795059677700232,0.8842676311030742,0.9022118023504291,0.8867123004777699,0.001,False
36,0.6061378759492501,0.5795995962626967,0.8799413269748564,0.8887884267631103,0.9012514599782028,0.8904237100884442,0.001,False
37,0.6052568192719995,0.5803531586081957,0.8797805789607641,0.8875226039783002,0.899958872508509,0.88701778976872,0.001,False
38,0.6065714465468518,0.5803580413387798,0.880068585819346,0.8883062085593731,0.8994774255457582,0.8896172797117814,0.001,False
39,0.6057754853260694,0.5795758659254722,0.8801288663246306,0.886196503918023,0.9015107297147751,0.8892808633677044,0.001,False
40,0.6061566584290804,0.5804648222874417,0.879057212897349,0.8874020494273659,0.8974654242658989,0.8880071924586741,0.001,False
41,0.6065406590962439,0.5821162222235083,0.8798341616321281,0.8899939722724532,0.8949410938953417,0.8876095898612358,0.001,False
42,0.6051149408767245,0.5794346152047496,0.880055190151505,0.8863170584689573,0.8995307511197833,0.8888932448312633,0.001,True
43,0.6054360394666213,0.579943382272956,0.879673413618036,0.8877034358047017,0.8994508803538027,0.8899252459055799,0.001,False
44,0.6043215490815449,0.5792515245168018,0.8805977146990663,0.8885473176612417,0.8990434369051746,0.8884258919985192,0.001,True
