epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,learning_rate,is_best
1,1.1255915113049542,0.7479163219017806,0.7463706524325978,0.8837565004588559,0.8803688536081451,0.8438632465536261,0.001,True
2,0.7128465107174411,0.6045487417508134,0.8760072076972767,0.9036402569593148,0.9120144723142402,0.8797462212140849,0.001,True
3,0.6430303078184432,0.5670019964735673,0.8863087750314487,0.9118996635056592,0.9204467549460119,0.8955092075893749,0.001,True
4,0.6183596339216204,0.551515562303134,0.8939584537449428,0.9195472621596819,0.9198273570173441,0.8981132533503337,0.001,True
5,0.6030431846150067,0.5418529208189998,0.8989902424098188,0.9192413582135209,0.9227561390672652,0.9004884150948571,0.001,True
6,0.5939127084342616,0.535808073668423,0.9014041410260769,0.9216885897828082,0.9246269277995509,0.9042037449801412,0.001,True
7,0.5857306065045635,0.5313869786393792,0.9065719239791928,0.9213826858366473,0.9229148674668083,0.9034693244307972,0.001,True
8,0.5822284569797199,0.5297432077080513,0.9070819025600925,0.9198531661058428,0.9263206978974111,0.9005526872457843,0.001,True
9,0.5821607890442139,0.5258705634048277,0.905143983952674,0.9229122055674518,0.924327676117698,0.9082604119732418,0.001,True
10,0.5767384116203723,0.5252461675548816,0.908985822595451,0.9229122055674518,0.9246347921941525,0.9076924172624062,0.001,True
11,0.5749165476963334,0.5232753987777631,0.9099377826131303,0.9223003976751301,0.9262033350959837,0.9058247213504267,0.001,True
12,0.5743376133787479,0.5221336830205675,0.9094958011763505,0.9232181095136127,0.9230445758831652,0.9071192547068848,0.001,True
13,0.5691674110136641,0.5199613339239466,0.9105497569102098,0.9259712450290609,0.9304253174449885,0.910581868264264,0.001,True
14,0.5675761523657086,0.5197314638068968,0.9123856798014484,0.9250535331905781,0.92791880718513,0.9087370212365665,0.001,True
15,0.5674009010475892,0.5201236687694059,0.9110937340631693,0.9232181095136127,0.9286533908982691,0.9082537335490721,0.001,False
16,0.5646896211048756,0.51721116587743,0.9119776969367287,0.9238299174059346,0.9272902048520749,0.9104579871593461,0.001,True
17,0.5635485795764724,0.5182129048579109,0.9124876755176282,0.9229122055674518,0.9278751551295353,0.9086195920239205,0.001,False
18,0.5610371725863935,0.5166605091233544,0.912895658382348,0.9253594371367391,0.9266187769441047,0.9111597350328555,0.001,True
19,0.5611947380819182,0.515590429780096,0.9150035698500663,0.9244417252982563,0.9282076484043732,0.9112892395621469,0.001,True
20,0.5594901519270297,0.5159859232816466,0.912725665522048,0.9244417252982563,0.9310997410846783,0.9120940616489454,0.001,False
21,0.5578503561729974,0.5166870738687629,0.9147315812735866,0.9253594371367391,0.9275850989346639,0.9091977364808791,0.001,False
22,0.5571189011646518,0.5142360722920186,0.9146975827015266,0.9256653410829,0.9276580296820016,0.9118885321123208,0.001,True
23,0.5561363313481228,0.5146922202021312,0.9139156155441471,0.9238299174059346,0.9273671342817621,0.9106754657763413,0.001,False
24,0.5555311459436852,0.5149697321713536,0.9136776255397273,0.9253594371367391,0.924970420458387,0.9116142019862925,0.001,False
25,0.5547134786336622,0.5137620112807716,0.916601502736885,0.9256653410829,0.9262338088906413,0.9097428132013773,0.001,True
26,0.5554638766518576,0.5129595494992363,0.9156495427192058,0.9232181095136127,0.9238955129539549,0.9083509333922295,0.001,True
27,0.5548127180529813,0.5126343486724041,0.9154795498589059,0.9253594371367391,0.9279944730446941,0.9118083679293986,0.001,True
28,0.5524371430691731,0.5115203853228217,0.9164655084486452,0.9238299174059346,0.9287365188104493,0.9092814034883451,0.001,True
29,0.5525967555129897,0.5119238986484718,0.9160915241559855,0.9253594371367391,0.9304744100583033,0.9129182904071637,0.001,False
30,0.5502914252221367,0.5136731245460113,0.9154455512868459,0.9253594371367391,0.9246534678058201,0.9108148051199242,0.001,False
