epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,learning_rate,is_best
1,1.255922947769895,0.8895883758862814,0.6968842001962708,0.8835540838852097,0.8839763035797247,0.8383140089403016,0.001,True
2,0.7759935837147631,0.6514669054128213,0.8792934249263984,0.9061810154525386,0.898129353864297,0.8727087799970218,0.001,True
3,0.6568220646739357,0.5814729803971633,0.8935843964671246,0.9089403973509934,0.9004327149126199,0.8790560517399556,0.001,True
4,0.6123747657746866,0.5492262532379454,0.9016192345436702,0.9122516556291391,0.9035056181621689,0.8854208518526467,0.001,True
5,0.5934896783810018,0.5327141704675115,0.9021099116781158,0.91280353200883,0.9020203372103833,0.8841316922494721,0.001,True
6,0.5788401336618447,0.5223246020723389,0.9051766437684003,0.9166666666666666,0.9064864576590355,0.8930646932205516,0.001,True
7,0.5696705523604149,0.5149876647700801,0.9076913640824338,0.9188741721854304,0.9100291679399634,0.8961875885544001,0.001,True
8,0.5634021974288447,0.5097448323867705,0.9115554465161924,0.923289183222958,0.9154986405089061,0.9054759911194366,0.001,True
9,0.5617226530689019,0.5058518121837254,0.9083047105004907,0.9194260485651214,0.9125206949722384,0.9012791745558838,0.001,True
10,0.557488550849705,0.5025399133859091,0.9102060843964671,0.9199779249448123,0.9093240627302303,0.8971766149514692,0.001,True
11,0.5513137536264144,0.4995890443951352,0.9129661432777233,0.9205298013245033,0.9115656195647379,0.8996272041853176,0.001,True
12,0.5489663842615833,0.49657583670900357,0.9141315014720314,0.9221854304635762,0.9131711062766076,0.9028223875926492,0.001,True
13,0.5427654629483658,0.49700106802102484,0.9125981354268891,0.9221854304635762,0.9120920414486008,0.9037715261656329,0.001,False
14,0.5404964443277915,0.4920080517301496,0.9156648675171737,0.923289183222958,0.9167701385787852,0.9084455186194695,0.001,True
15,0.5413340121302919,0.4909506261217147,0.9149288518155054,0.9293598233995585,0.9147937957272203,0.9097171766934559,0.001,True
16,0.5383538396716468,0.49103575464642335,0.9167688910696762,0.9266004415011038,0.9128718863529717,0.9074369412846554,0.001,False
17,0.5387669701103607,0.48936044696151026,0.9163395485770363,0.9254966887417219,0.9124550617982161,0.9067026619137698,0.001,True
18,0.5324462534634943,0.4881290692104146,0.9177502453385672,0.9282560706401766,0.9132395047981889,0.9092343643762318,0.001,True
19,0.5366105313857943,0.4877140381215161,0.9176275760549558,0.9277041942604857,0.9168915268703274,0.9113591554317723,0.001,True
20,0.5313413654974094,0.4855269141018259,0.9169528949950932,0.9260485651214128,0.9165267950919713,0.909026588332017,0.001,True
21,0.5318248360851913,0.4850112022153589,0.9173209028459274,0.9304635761589404,0.9178583932402625,0.91265396600256,0.001,True
22,0.5326007719245813,0.4840053250194912,0.9159102060843964,0.9304635761589404,0.9171570716909517,0.9111878171601359,0.001,True
23,0.5293216167184158,0.48278588767083275,0.918179587831207,0.9271523178807947,0.9193797143579762,0.9103892280844116,0.001,True
24,0.5279490304882323,0.4831151422812186,0.9199582924435721,0.9288079470198676,0.9162100415919109,0.912072627764028,0.001,False
25,0.5258090503082425,0.48239616355622317,0.9166462217860648,0.9288079470198676,0.912790423737928,0.9087032197573032,0.001,True
26,0.5272026418235749,0.48252665022877406,0.9186089303238469,0.9282560706401766,0.9174631090918043,0.9122571857794005,0.001,False
27,0.5246434610070143,0.48247970453161276,0.9209396467124632,0.9288079470198676,0.9163219416154879,0.9102573162080213,0.001,False
28,0.5246332169047048,0.4798902020549143,0.9205103042198234,0.9299116997792495,0.9211576903725923,0.9153659826734952,0.001,True
29,0.5239678610763325,0.47907336270046025,0.9187315996074583,0.9321192052980133,0.9232022158696259,0.9161432041001172,0.001,True
30,0.5233265737673017,0.4794092235580975,0.9198356231599607,0.9332229580573952,0.9239041286846658,0.9189484071381603,0.001,False
31,0.5262043879708317,0.47912588314241655,0.9194062806673209,0.9315673289183223,0.9211183106620384,0.914727573976201,0.001,False
32,0.5201047601596881,0.47962216654623846,0.9214916584887144,0.9293598233995585,0.9161116690693589,0.9105557101559559,0.001,False
33,0.5208943218899428,0.48043324115786856,0.9212463199214916,0.9304635761589404,0.9161899068865221,0.910603128398904,0.001,False
34,0.5215673114998418,0.478341743514501,0.9234543670264965,0.9310154525386314,0.9208631835061274,0.9137705351559687,0.001,True
35,0.5191973445459952,0.47802986056599395,0.9208169774288518,0.9299116997792495,0.9165370977951158,0.9130390523479883,0.001,True
36,0.5176284607423065,0.47665130052608634,0.922779685966634,0.9315673289183223,0.9211888340084239,0.9149718120708211,0.001,True
37,0.5211914774246141,0.47858909529039667,0.9216143277723258,0.9310154525386314,0.9158627357217483,0.9154566299080076,0.001,False
38,0.5203649323283749,0.4769633689331956,0.9221050049067714,0.9304635761589404,0.9160074835165596,0.9140653572682782,0.001,False
39,0.5205213459130007,0.4775618246322699,0.9226570166830226,0.9310154525386314,0.9187855870684091,0.9148784246303968,0.001,False
40,0.5190278932203606,0.4765616490877754,0.9215529931305201,0.9304635761589404,0.917554059974813,0.9139858633874951,0.001,True
41,0.5162983605157405,0.47722682152889156,0.922963689892051,0.9321192052980133,0.922439606107185,0.9151506471875932,0.001,False
42,0.51604005697314,0.47633939941987297,0.9244357212953876,0.9326710816777042,0.9197326171674501,0.9156473901220761,0.001,True
43,0.5174187206543462,0.47674763347402577,0.9222890088321885,0.9304635761589404,0.9212808977611067,0.9147134326899459,0.001,False
44,0.5161453624702881,0.4760449027383564,0.9251104023552502,0.9326710816777042,0.9262070061354909,0.9182134365737349,0.001,True
45,0.5164392362983936,0.475157363064768,0.922779685966634,0.9332229580573952,0.9237116954427933,0.9183255500600908,0.001,True
46,0.5149426560874543,0.4745658297938753,0.9231476938174681,0.9337748344370861,0.9235890793200083,0.9195600943924006,0.001,True
47,0.5154679924746842,0.4755127126675831,0.9230250245338567,0.9321192052980133,0.9225422709975069,0.9174485668083837,0.001,False
48,0.5120446582537755,0.47593863897239397,0.9237610402355251,0.9326710816777042,0.9200369504328995,0.9165307233424954,0.001,False
49,0.5129907879908958,0.4738031138910626,0.9235157016683022,0.9326710816777042,0.9256981178280526,0.9181390208186351,0.001,True
50,0.5134554762718605,0.4737224400569798,0.9228410206084396,0.9326710816777042,0.9208922152137522,0.917515361024541,0.001,True
51,0.5154740506814203,0.47561004369727294,0.92198233562316,0.9326710816777042,0.9195280621254611,0.9158173437947046,0.001,False
52,0.5127998137731431,0.47502913071093444,0.9243130520117763,0.9310154525386314,0.9143866826098801,0.9138200434877924,0.001,False
53,0.5121648843903771,0.47424383306871715,0.9235157016683022,0.9354304635761589,0.9243215445051504,0.9203134644144021,0.001,False
54,0.513148636766458,0.47457530502451967,0.9241290480863592,0.9332229580573952,0.9235997954192163,0.918829678959081,0.001,False
55,0.5112031958521992,0.4742511643742357,0.9239450441609421,0.9337748344370861,0.9268867872785043,0.9195274891918573,0.001,False
56,0.5095817616924102,0.47275836538794813,0.9241903827281649,0.9326710816777042,0.9227652566094815,0.917218050978758,0.001,True
